Date;Time;PizzaType;Quantity;Size;PriceEUR;Waiter;Table;InvoiceNumber
2025-10-12;14:18;Pizza Funghi;1;Medium;9,0;Luca;12;52181
2025-10-12;13:48;Pizza Funghi;1;Small;9,0;Luca;7;52182
2025-10-12;17:54;Pizza Prosciutto;1;Large;11,25;Maria;10;52183
2025-10-13;14:23;Pizza Prosciutto;3;Large;33,75;Leon;9;52184
2025-10-13;21:16;Pizza Diavola;3;Medium;30,0;Mark;4;52185
2025-10-13;22:07;Pizza Prosciutto;1;Large;11,25;Mark;8;52186
2025-10-13;20:14;Pizza Prosciutto;3;Medium;27,0;Maria;3;52187
2025-10-13;21:25;Pizza Diavola;3;Large;37,5;Maria;1;52188
2025-10-13;14:06;Pizza Margherita;1;Medium;8,0;Eva;12;52189
2025-10-13;11:21;Pizza Funghi;2;Small;18,0;Luca;5;52190
2025-10-13;13:52;Pizza Salami;3;Large;33,75;Maria;2;52191
2025-10-13;14:07;Pizza Diavola;2;Medium;20,0;Eva;7;52192
2025-10-13;11:17;Pizza Hawaii;3;Medium;27,0;Luca;7;52193
2025-10-13;19:17;Pizza Hawaii;3;Medium;27,0;Maria;2;52194
2025-10-13;17:13;Pizza Margherita;3;Large;30,0;Luca;3;52195
2025-10-13;14:59;Pizza Hawaii;1;Medium;9,0;Mark;12;52196
2025-10-13;11:42;Pizza Diavola;2;Large;25,0;Jonas;1;52197
2025-10-13;20:38;Pizza Hawaii;3;Small;27,0;Luca;9;52198
2025-10-13;20:28;Pizza Margherita;2;Large;20,0;Luca;5;52199
2025-10-13;12:32;Pizza Diavola;1;Medium;10,0;Luca;7;52200
2025-10-13;22:01;Pizza Margherita;3;Large;30,0;Luca;8;52201
2025-10-13;12:29;Pizza Funghi;3;Large;33,75;Jonas;10;52202
2025-10-13;21:17;Pizza Diavola;3;Large;37,5;Maria;1;52203
2025-10-13;12:51;Pizza Funghi;1;Medium;9,0;Maria;3;52204
2025-10-13;21:52;Pizza Margherita;1;Large;10,0;Maria;2;52205
2025-10-13;20:46;Pizza Funghi;1;Large;11,25;Jonas;9;52206
2025-10-13;17:38;Pizza Hawaii;1;Medium;9,0;Eva;11;52207
2025-10-13;17:02;Pizza Salami;1;Medium;9,0;Luca;6;52208
2025-10-13;12:49;Pizza Hawaii;2;Medium;18,0;Jonas;11;52209
2025-10-13;11:47;Pizza Hawaii;1;Large;11,25;Maria;3;52210
2025-10-13;17:14;Pizza Hawaii;1;Medium;9,0;Jonas;3;52211
2025-10-13;14:11;Pizza Margherita;3;Medium;24,0;Mark;11;52212
2025-10-14;21:42;Pizza Diavola;2;Small;20,0;Maria;1;52213
2025-10-14;22:23;Pizza Prosciutto;3;Small;27,0;Luca;1;52214
2025-10-14;18:24;Pizza Prosciutto;3;Medium;27,0;Jonas;8;52215
2025-10-14;19:07;Pizza Prosciutto;1;Small;9,0;Leon;5;52216
2025-10-14;21:50;Pizza Prosciutto;1;Small;9,0;Sophie;5;52217
2025-10-14;13:33;Pizza Hawaii;1;Medium;9,0;Maria;12;52218
2025-10-14;11:57;Pizza Salami;3;Medium;27,0;Luca;8;52219
2025-10-14;21:04;Pizza Margherita;2;Medium;16,0;Jonas;5;52220
2025-10-14;17:08;Pizza Hawaii;3;Large;33,75;Maria;10;52221
2025-10-14;17:58;Pizza Diavola;2;Large;25,0;Luca;2;52222
2025-10-14;18:16;Pizza Prosciutto;3;Large;33,75;Maria;10;52223
2025-10-14;22:12;Pizza Margherita;1;Medium;8,0;Maria;6;52224
2025-10-14;17:03;Pizza Salami;2;Small;18,0;Maria;10;52225
2025-10-14;19:40;Pizza Salami;3;Medium;27,0;Luca;2;52226
2025-10-14;11:08;Pizza Margherita;3;Large;30,0;Jonas;12;52227
2025-10-14;20:41;Pizza Margherita;1;Small;8,0;Leon;10;52228
2025-10-14;11:04;Pizza Margherita;3;Medium;24,0;Luca;4;52229
2025-10-14;14:59;Pizza Margherita;3;Medium;24,0;Jonas;1;52230
2025-10-14;13:04;Pizza Funghi;2;Small;18,0;Maria;6;52231
2025-10-14;21:59;Pizza Salami;1;Small;9,0;Jonas;6;52232
2025-10-14;21:16;Pizza Salami;2;Medium;18,0;Luca;2;52233
2025-10-14;14:28;Pizza Hawaii;3;Large;33,75;Jonas;7;52234
2025-10-14;18:39;Pizza Funghi;3;Small;27,0;Maria;12;52235
2025-10-14;17:05;Pizza Salami;3;Small;27,0;Sophie;12;52236
2025-10-15;13:58;Pizza Salami;1;Small;9,0;Luca;8;52237
2025-10-15;11:24;Pizza Diavola;1;Large;12,5;Luca;11;52238
2025-10-15;19:37;Pizza Prosciutto;3;Large;33,75;Luca;9;52239
2025-10-15;21:57;Pizza Funghi;1;Medium;9,0;Leon;12;52240
2025-10-15;13:41;Pizza Margherita;2;Large;20,0;Maria;9;52241
2025-10-15;21:29;Pizza Diavola;3;Small;30,0;Leon;4;52242
2025-10-15;14:01;Pizza Salami;2;Small;18,0;Jonas;6;52243
2025-10-15;20:38;Pizza Salami;2;Large;22,5;Luca;2;52244
2025-10-15;12:26;Pizza Prosciutto;1;Medium;9,0;Mark;9;52245
2025-10-15;18:59;Pizza Salami;1;Medium;9,0;Eva;3;52246
2025-10-15;22:18;Pizza Prosciutto;2;Large;22,5;Maria;11;52247
2025-10-15;11:31;Pizza Funghi;2;Medium;18,0;Jonas;11;52248
2025-10-15;14:14;Pizza Funghi;2;Small;18,0;Leon;7;52249
2025-10-15;22:03;Pizza Funghi;2;Small;18,0;Leon;5;52250
2025-10-15;17:11;Pizza Diavola;2;Small;20,0;Jonas;4;52251
2025-10-15;22:00;Pizza Prosciutto;2;Large;22,5;Eva;5;52252
2025-10-15;19:17;Pizza Diavola;2;Large;25,0;Sophie;3;52253
2025-10-15;21:11;Pizza Margherita;3;Medium;24,0;Luca;9;52254
2025-10-15;11:11;Pizza Margherita;3;Small;24,0;Jonas;3;52255
2025-10-15;11:05;Pizza Diavola;3;Large;37,5;Jonas;6;52256
2025-10-15;13:10;Pizza Funghi;2;Small;18,0;Eva;2;52257
2025-10-15;12:45;Pizza Hawaii;2;Large;22,5;Sophie;11;52258
2025-10-16;19:12;Pizza Diavola;1;Large;12,5;Jonas;1;52259
2025-10-16;13:28;Pizza Salami;1;Large;11,25;Jonas;5;52260
2025-10-16;14:01;Pizza Salami;3;Small;27,0;Mark;5;52261
2025-10-16;22:10;Pizza Salami;3;Small;27,0;Luca;8;52262
2025-10-16;22:43;Pizza Salami;1;Medium;9,0;Maria;10;52263
2025-10-16;21:58;Pizza Diavola;2;Medium;20,0;Sophie;12;52264
2025-10-16;21:02;Pizza Prosciutto;3;Medium;27,0;Maria;9;52265
2025-10-16;14:37;Pizza Funghi;3;Small;27,0;Maria;2;52266
2025-10-16;19:48;Pizza Prosciutto;1;Medium;9,0;Luca;1;52267
2025-10-16;18:14;Pizza Prosciutto;3;Medium;27,0;Mark;4;52268
2025-10-16;22:24;Pizza Diavola;1;Medium;10,0;Sophie;4;52269
2025-10-16;14:14;Pizza Diavola;3;Medium;30,0;Mark;8;52270
2025-10-16;20:06;Pizza Prosciutto;3;Medium;27,0;Maria;9;52271
2025-10-16;20:52;Pizza Salami;2;Small;18,0;Maria;1;52272
2025-10-16;22:14;Pizza Hawaii;1;Medium;9,0;Jonas;11;52273
2025-10-16;13:16;Pizza Salami;2;Medium;18,0;Luca;7;52274
2025-10-16;20:08;Pizza Diavola;2;Medium;20,0;Maria;6;52275
2025-10-16;14:21;Pizza Hawaii;2;Medium;18,0;Jonas;4;52276
2025-10-16;12:23;Pizza Prosciutto;3;Large;33,75;Maria;9;52277
2025-10-16;17:07;Pizza Salami;1;Large;11,25;Jonas;11;52278
2025-10-16;14:17;Pizza Funghi;2;Small;18,0;Luca;7;52279
2025-10-16;22:31;Pizza Prosciutto;3;Medium;27,0;Maria;3;52280
2025-10-16;17:59;Pizza Diavola;2;Large;25,0;Jonas;1;52281
2025-10-16;19:21;Pizza Hawaii;3;Small;27,0;Maria;8;52282
2025-10-16;11:11;Pizza Funghi;1;Medium;9,0;Jonas;3;52283
2025-10-16;22:21;Pizza Prosciutto;1;Large;11,25;Maria;10;52284
2025-10-16;18:59;Pizza Margherita;1;Medium;8,0;Jonas;9;52285
2025-10-17;17:12;Pizza Funghi;2;Medium;18,0;Maria;8;52286
2025-10-17;14:25;Pizza Hawaii;2;Medium;18,0;Luca;7;52287
2025-10-17;12:38;Pizza Funghi;2;Medium;18,0;Eva;10;52288
2025-10-17;18:14;Pizza Salami;2;Medium;18,0;Leon;12;52289
2025-10-17;14:48;Pizza Hawaii;3;Large;33,75;Jonas;11;52290
2025-10-17;13:05;Pizza Margherita;1;Large;10,0;Mark;3;52291
2025-10-17;17:49;Pizza Margherita;2;Small;16,0;Jonas;2;52292
2025-10-17;20:46;Pizza Diavola;3;Small;30,0;Maria;3;52293
2025-10-17;13:19;Pizza Salami;2;Large;22,5;Jonas;10;52294
2025-10-17;18:02;Pizza Salami;3;Large;33,75;Jonas;3;52295
2025-10-17;18:13;Pizza Funghi;3;Small;27,0;Jonas;8;52296
2025-10-17;20:22;Pizza Funghi;1;Medium;9,0;Luca;8;52297
2025-10-17;13:57;Pizza Funghi;3;Medium;27,0;Jonas;12;52298
2025-10-17;20:44;Pizza Margherita;1;Large;10,0;Sophie;10;52299
2025-10-17;19:43;Pizza Salami;2;Small;18,0;Sophie;9;52300
2025-10-17;13:21;Pizza Prosciutto;1;Small;9,0;Sophie;5;52301
2025-10-18;19:27;Pizza Margherita;2;Small;16,0;Maria;6;52302
2025-10-18;11:28;Pizza Salami;2;Medium;18,0;Jonas;5;52303
2025-10-18;11:06;Pizza Prosciutto;1;Small;9,0;Jonas;7;52304
2025-10-18;18:23;Pizza Salami;1;Medium;9,0;Leon;5;52305
2025-10-18;14:19;Pizza Hawaii;2;Medium;18,0;Eva;6;52306
2025-10-18;17:35;Pizza Salami;2;Large;22,5;Maria;4;52307
2025-10-18;20:01;Pizza Diavola;3;Large;37,5;Jonas;12;52308
2025-10-18;22:38;Pizza Prosciutto;2;Small;18,0;Jonas;10;52309
2025-10-18;18:53;Pizza Diavola;1;Small;10,0;Jonas;4;52310
2025-10-18;11:17;Pizza Margherita;1;Small;8,0;Maria;6;52311
2025-10-18;19:25;Pizza Margherita;2;Medium;16,0;Luca;1;52312
2025-10-18;14:13;Pizza Funghi;2;Small;18,0;Maria;8;52313
2025-10-18;21:04;Pizza Margherita;2;Small;16,0;Sophie;6;52314
2025-10-18;12:53;Pizza Prosciutto;1;Large;11,25;Luca;11;52315
2025-10-18;14:38;Pizza Funghi;1;Small;9,0;Jonas;1;52316
2025-10-18;22:16;Pizza Diavola;3;Medium;30,0;Leon;1;52317
2025-10-18;14:01;Pizza Salami;3;Medium;27,0;Jonas;5;52318
2025-10-18;17:39;Pizza Hawaii;1;Small;9,0;Jonas;2;52319
2025-10-18;13:10;Pizza Prosciutto;2;Medium;18,0;Jonas;9;52320
2025-10-18;12:15;Pizza Funghi;2;Medium;18,0;Leon;9;52321
2025-10-18;14:29;Pizza Salami;1;Medium;9,0;Luca;6;52322
2025-10-18;14:07;Pizza Diavola;3;Large;37,5;Maria;12;52323
2025-10-18;17:53;Pizza Diavola;1;Small;10,0;Maria;10;52324
2025-10-18;21:11;Pizza Margherita;1;Small;8,0;Jonas;7;52325
2025-10-18;20:55;Pizza Salami;3;Large;33,75;Maria;11;52326
2025-10-18;20:58;Pizza Hawaii;1;Small;9,0;Mark;6;52327
2025-10-18;12:01;Pizza Diavola;1;Small;10,0;Luca;8;52328
2025-10-18;20:25;Pizza Prosciutto;1;Medium;9,0;Jonas;10;52329
2025-10-18;19:05;Pizza Hawaii;1;Medium;9,0;Jonas;4;52330
2025-10-18;21:32;Pizza Hawaii;1;Large;11,25;Maria;3;52331
2025-10-18;20:41;Pizza Salami;1;Large;11,25;Jonas;5;52332
2025-10-18;13:42;Pizza Margherita;2;Small;16,0;Maria;6;52333
2025-10-18;18:28;Pizza Funghi;1;Small;9,0;Luca;8;52334
2025-10-18;19:49;Pizza Diavola;3;Medium;30,0;Jonas;6;52335
2025-10-18;20:22;Pizza Salami;2;Large;22,5;Maria;9;52336
2025-10-18;14:49;Pizza Margherita;2;Small;16,0;Eva;9;52337
2025-10-18;18:20;Pizza Salami;1;Large;11,25;Luca;10;52338
2025-10-18;21:31;Pizza Hawaii;2;Small;18,0;Leon;10;52339
2025-10-18;22:46;Pizza Funghi;2;Small;18,0;Jonas;8;52340
2025-10-18;18:42;Pizza Hawaii;2;Large;22,5;Jonas;8;52341
2025-10-18;12:16;Pizza Hawaii;2;Large;22,5;Luca;8;52342
2025-10-18;17:11;Pizza Diavola;3;Large;37,5;Jonas;1;52343
2025-10-18;22:03;Pizza Funghi;1;Medium;9,0;Maria;12;52344
2025-10-18;22:52;Pizza Hawaii;1;Medium;9,0;Luca;12;52345
2025-10-18;22:27;Pizza Diavola;2;Large;25,0;Maria;6;52346
2025-10-18;22:08;Pizza Margherita;1;Small;8,0;Luca;2;52347
2025-10-18;14:12;Pizza Salami;1;Small;9,0;Luca;3;52348
2025-10-18;13:40;Pizza Margherita;3;Large;30,0;Maria;6;52349
2025-10-18;21:37;Pizza Salami;2;Medium;18,0;Mark;7;52350
2025-10-18;19:05;Pizza Hawaii;2;Large;22,5;Leon;11;52351
2025-10-18;17:22;Pizza Prosciutto;3;Small;27,0;Jonas;7;52352
2025-10-18;17:23;Pizza Funghi;2;Small;18,0;Luca;1;52353
2025-10-18;17:20;Pizza Hawaii;3;Medium;27,0;Jonas;9;52354
2025-10-18;18:06;Pizza Salami;3;Large;33,75;Luca;4;52355
2025-10-18;20:28;Pizza Salami;1;Medium;9,0;Luca;12;52356
2025-10-18;17:34;Pizza Hawaii;2;Small;18,0;Mark;10;52357
2025-10-18;13:07;Pizza Hawaii;2;Small;18,0;Luca;10;52358
2025-10-18;18:45;Pizza Hawaii;1;Medium;9,0;Jonas;1;52359
2025-10-18;12:07;Pizza Diavola;2;Large;25,0;Maria;4;52360
2025-10-18;11:28;Pizza Funghi;2;Small;18,0;Eva;3;52361
2025-10-18;11:33;Pizza Funghi;1;Medium;9,0;Jonas;10;52362
2025-10-18;14:14;Pizza Prosciutto;3;Large;33,75;Jonas;6;52363
2025-10-18;22:45;Pizza Diavola;2;Medium;20,0;Leon;7;52364
2025-10-19;21:20;Pizza Prosciutto;3;Medium;27,0;Jonas;12;52365
2025-10-19;14:46;Pizza Diavola;1;Large;12,5;Jonas;8;52366
2025-10-19;17:35;Pizza Hawaii;3;Medium;27,0;Mark;9;52367
2025-10-19;14:20;Pizza Prosciutto;1;Large;11,25;Luca;5;52368
2025-10-19;12:13;Pizza Salami;1;Small;9,0;Mark;4;52369
2025-10-19;21:51;Pizza Diavola;2;Medium;20,0;Leon;8;52370
2025-10-19;13:27;Pizza Hawaii;3;Large;33,75;Maria;9;52371
2025-10-19;18:35;Pizza Funghi;2;Small;18,0;Maria;4;52372
2025-10-19;17:12;Pizza Prosciutto;2;Large;22,5;Maria;6;52373
2025-10-19;13:06;Pizza Hawaii;3;Large;33,75;Luca;1;52374
2025-10-19;21:30;Pizza Prosciutto;3;Medium;27,0;Jonas;1;52375
2025-10-19;11:41;Pizza Hawaii;1;Small;9,0;Leon;8;52376
2025-10-19;14:19;Pizza Diavola;2;Medium;20,0;Luca;4;52377
2025-10-19;17:43;Pizza Diavola;1;Large;12,5;Maria;4;52378
2025-10-19;19:12;Pizza Margherita;3;Large;30,0;Maria;4;52379
2025-10-19;21:21;Pizza Funghi;1;Medium;9,0;Mark;8;52380
2025-10-19;18:23;Pizza Funghi;2;Large;22,5;Maria;6;52381
2025-10-19;12:07;Pizza Funghi;1;Medium;9,0;Jonas;8;52382
2025-10-19;11:03;Pizza Prosciutto;2;Small;18,0;Maria;1;52383
2025-10-19;20:59;Pizza Funghi;3;Small;27,0;Luca;5;52384
2025-10-19;18:18;Pizza Funghi;2;Large;22,5;Maria;5;52385
2025-10-19;12:04;Pizza Diavola;3;Small;30,0;Maria;10;52386
2025-10-19;14:33;Pizza Diavola;1;Medium;10,0;Jonas;6;52387
2025-10-19;11:21;Pizza Prosciutto;1;Medium;9,0;Mark;8;52388
2025-10-19;20:06;Pizza Diavola;3;Large;37,5;Leon;3;52389
2025-10-19;12:12;Pizza Margherita;1;Large;10,0;Jonas;11;52390
2025-10-19;11:01;Pizza Hawaii;3;Large;33,75;Luca;11;52391
2025-10-19;18:02;Pizza Hawaii;2;Small;18,0;Jonas;4;52392
2025-10-19;13:40;Pizza Hawaii;1;Large;11,25;Luca;9;52393
2025-10-19;14:59;Pizza Salami;2;Medium;18,0;Jonas;11;52394
2025-10-19;12:37;Pizza Funghi;2;Medium;18,0;Luca;1;52395
2025-10-19;21:45;Pizza Funghi;1;Large;11,25;Luca;9;52396
2025-10-19;19:08;Pizza Margherita;1;Medium;8,0;Maria;1;52397
2025-10-19;11:38;Pizza Funghi;1;Large;11,25;Luca;2;52398
2025-10-19;18:59;Pizza Hawaii;1;Large;11,25;Luca;10;52399
2025-10-19;14:20;Pizza Funghi;2;Medium;18,0;Sophie;7;52400
2025-10-19;19:53;Pizza Hawaii;1;Medium;9,0;Mark;10;52401
2025-10-19;12:05;Pizza Diavola;2;Large;25,0;Jonas;2;52402
2025-10-19;18:37;Pizza Margherita;1;Large;10,0;Eva;7;52403
2025-10-19;22:51;Pizza Salami;2;Medium;18,0;Luca;11;52404
2025-10-19;20:04;Pizza Hawaii;1;Large;11,25;Maria;7;52405
2025-10-19;17:54;Pizza Margherita;2;Medium;16,0;Luca;9;52406
2025-10-19;11:54;Pizza Hawaii;1;Small;9,0;Jonas;10;52407
2025-10-19;14:19;Pizza Salami;3;Medium;27,0;Luca;11;52408
2025-10-19;21:22;Pizza Prosciutto;3;Large;33,75;Luca;3;52409
2025-10-19;11:19;Pizza Prosciutto;1;Small;9,0;Leon;12;52410
2025-10-19;21:19;Pizza Salami;2;Small;18,0;Jonas;4;52411
2025-10-19;14:38;Pizza Funghi;1;Medium;9,0;Jonas;6;52412
2025-10-19;20:37;Pizza Salami;2;Large;22,5;Jonas;12;52413
2025-10-19;14:32;Pizza Hawaii;3;Large;33,75;Maria;1;52414
2025-10-19;12:40;Pizza Hawaii;1;Medium;9,0;Luca;6;52415
2025-10-20;17:00;Pizza Funghi;3;Large;33,75;Mark;6;52416
2025-10-20;22:22;Pizza Hawaii;2;Large;22,5;Maria;8;52417
2025-10-20;22:34;Pizza Diavola;2;Medium;20,0;Maria;7;52418
2025-10-20;12:59;Pizza Diavola;1;Large;12,5;Maria;2;52419
2025-10-20;14:46;Pizza Funghi;1;Medium;9,0;Eva;2;52420
2025-10-20;12:44;Pizza Prosciutto;3;Small;27,0;Jonas;3;52421
2025-10-20;18:29;Pizza Margherita;2;Medium;16,0;Luca;2;52422
2025-10-20;20:13;Pizza Hawaii;1;Medium;9,0;Maria;2;52423
2025-10-20;13:01;Pizza Diavola;3;Small;30,0;Maria;9;52424
2025-10-20;18:13;Pizza Funghi;2;Large;22,5;Luca;2;52425
2025-10-20;17:01;Pizza Prosciutto;1;Large;11,25;Jonas;6;52426
2025-10-20;11:35;Pizza Salami;3;Small;27,0;Maria;2;52427
2025-10-20;12:15;Pizza Margherita;2;Large;20,0;Leon;10;52428
2025-10-20;20:02;Pizza Funghi;3;Small;27,0;Luca;3;52429
2025-10-20;11:12;Pizza Prosciutto;1;Medium;9,0;Luca;2;52430
2025-10-20;11:33;Pizza Diavola;1;Medium;10,0;Maria;8;52431
2025-10-21;20:11;Pizza Hawaii;1;Medium;9,0;Luca;12;52432
2025-10-21;20:17;Pizza Margherita;1;Medium;8,0;Luca;8;52433
2025-10-21;12:31;Pizza Hawaii;1;Small;9,0;Maria;6;52434
2025-10-21;12:59;Pizza Funghi;3;Medium;27,0;Sophie;8;52435
2025-10-21;13:04;Pizza Prosciutto;3;Medium;27,0;Leon;5;52436
2025-10-21;11:01;Pizza Prosciutto;2;Large;22,5;Leon;8;52437
2025-10-21;21:30;Pizza Prosciutto;3;Small;27,0;Sophie;5;52438
2025-10-21;19:08;Pizza Margherita;3;Large;30,0;Jonas;4;52439
2025-10-21;14:45;Pizza Prosciutto;3;Medium;27,0;Maria;6;52440
2025-10-21;14:59;Pizza Hawaii;1;Large;11,25;Jonas;3;52441
2025-10-21;17:36;Pizza Margherita;3;Large;30,0;Jonas;8;52442
2025-10-21;11:51;Pizza Margherita;2;Small;16,0;Maria;12;52443
2025-10-21;13:36;Pizza Hawaii;3;Medium;27,0;Luca;11;52444
2025-10-21;11:34;Pizza Prosciutto;3;Small;27,0;Luca;12;52445
2025-10-21;22:13;Pizza Salami;3;Medium;27,0;Jonas;8;52446
2025-10-21;22:04;Pizza Funghi;2;Medium;18,0;Jonas;7;52447
2025-10-21;12:26;Pizza Funghi;1;Small;9,0;Sophie;12;52448
2025-10-21;13:20;Pizza Funghi;2;Large;22,5;Luca;2;52449
2025-10-21;21:00;Pizza Diavola;1;Large;12,5;Luca;11;52450
2025-10-21;12:44;Pizza Funghi;1;Small;9,0;Jonas;11;52451
2025-10-21;11:44;Pizza Margherita;1;Medium;8,0;Sophie;7;52452
2025-10-21;14:10;Pizza Hawaii;3;Small;27,0;Luca;9;52453
2025-10-21;14:54;Pizza Margherita;1;Large;10,0;Jonas;10;52454
2025-10-21;14:33;Pizza Diavola;2;Medium;20,0;Maria;11;52455
2025-10-21;11:28;Pizza Funghi;1;Large;11,25;Maria;1;52456
2025-10-21;11:41;Pizza Salami;1;Small;9,0;Luca;2;52457
2025-10-21;14:16;Pizza Margherita;1;Small;8,0;Maria;8;52458
2025-10-21;18:59;Pizza Diavola;1;Large;12,5;Maria;2;52459
2025-10-21;12:57;Pizza Salami;1;Large;11,25;Maria;2;52460
2025-10-22;18:07;Pizza Prosciutto;3;Small;27,0;Eva;1;52461
2025-10-22;11:14;Pizza Prosciutto;1;Large;11,25;Luca;12;52462
2025-10-22;14:44;Pizza Diavola;3;Large;37,5;Luca;6;52463
2025-10-22;14:00;Pizza Funghi;3;Medium;27,0;Leon;7;52464
2025-10-22;21:07;Pizza Margherita;1;Small;8,0;Jonas;7;52465
2025-10-22;17:44;Pizza Salami;3;Small;27,0;Luca;8;52466
2025-10-22;14:16;Pizza Funghi;1;Medium;9,0;Jonas;4;52467
2025-10-22;18:30;Pizza Diavola;2;Medium;20,0;Eva;10;52468
2025-10-22;20:14;Pizza Hawaii;3;Large;33,75;Maria;4;52469
2025-10-22;20:50;Pizza Salami;3;Small;27,0;Maria;9;52470
2025-10-22;11:29;Pizza Margherita;2;Medium;16,0;Jonas;7;52471
2025-10-22;18:37;Pizza Funghi;3;Small;27,0;Maria;10;52472
2025-10-22;14:16;Pizza Diavola;3;Large;37,5;Maria;10;52473
2025-10-22;17:08;Pizza Funghi;2;Small;18,0;Maria;2;52474
2025-10-22;19:48;Pizza Diavola;2;Medium;20,0;Maria;12;52475
2025-10-22;11:40;Pizza Diavola;1;Large;12,5;Jonas;3;52476
2025-10-22;22:49;Pizza Funghi;2;Medium;18,0;Maria;11;52477
2025-10-22;20:26;Pizza Funghi;2;Large;22,5;Leon;9;52478
2025-10-22;21:31;Pizza Diavola;3;Medium;30,0;Luca;6;52479
2025-10-22;20:33;Pizza Salami;3;Large;33,75;Maria;1;52480
2025-10-22;11:39;Pizza Salami;2;Small;18,0;Maria;9;52481
2025-10-22;11:39;Pizza Funghi;3;Large;33,75;Jonas;8;52482
2025-10-22;18:24;Pizza Salami;2;Large;22,5;Mark;3;52483
2025-10-22;22:19;Pizza Hawaii;1;Large;11,25;Luca;5;52484
2025-10-22;19:45;Pizza Hawaii;1;Medium;9,0;Maria;3;52485
2025-10-22;19:57;Pizza Salami;2;Large;22,5;Maria;9;52486
2025-10-23;20:40;Pizza Funghi;3;Small;27,0;Maria;9;52487
2025-10-23;11:20;Pizza Prosciutto;2;Large;22,5;Eva;12;52488
2025-10-23;22:06;Pizza Salami;3;Large;33,75;Maria;2;52489
2025-10-23;19:21;Pizza Margherita;2;Large;20,0;Sophie;1;52490
2025-10-23;22:27;Pizza Salami;1;Medium;9,0;Luca;8;52491
2025-10-23;18:28;Pizza Hawaii;1;Small;9,0;Jonas;10;52492
2025-10-23;19:49;Pizza Margherita;3;Medium;24,0;Mark;3;52493
2025-10-23;13:23;Pizza Funghi;1;Small;9,0;Leon;1;52494
2025-10-23;11:32;Pizza Funghi;3;Medium;27,0;Jonas;9;52495
2025-10-23;13:22;Pizza Diavola;1;Medium;10,0;Sophie;5;52496
2025-10-23;14:46;Pizza Funghi;1;Medium;9,0;Eva;3;52497
2025-10-23;18:57;Pizza Salami;1;Small;9,0;Leon;12;52498
2025-10-23;19:00;Pizza Diavola;3;Small;30,0;Maria;4;52499
2025-10-23;12:33;Pizza Margherita;3;Medium;24,0;Jonas;11;52500
2025-10-23;11:45;Pizza Prosciutto;3;Large;33,75;Maria;2;52501
2025-10-23;18:40;Pizza Margherita;1;Small;8,0;Jonas;5;52502
2025-10-23;20:21;Pizza Margherita;2;Medium;16,0;Maria;6;52503
2025-10-23;22:11;Pizza Funghi;1;Small;9,0;Eva;12;52504
2025-10-23;11:33;Pizza Salami;1;Large;11,25;Maria;2;52505
2025-10-23;13:15;Pizza Funghi;3;Medium;27,0;Maria;4;52506
2025-10-23;22:55;Pizza Salami;3;Medium;27,0;Maria;6;52507
2025-10-24;13:03;Pizza Funghi;2;Large;22,5;Maria;6;52508
2025-10-24;19:25;Pizza Margherita;1;Small;8,0;Jonas;8;52509
2025-10-24;22:39;Pizza Hawaii;3;Small;27,0;Leon;8;52510
2025-10-24;12:45;Pizza Salami;1;Small;9,0;Mark;4;52511
2025-10-24;11:54;Pizza Margherita;3;Small;24,0;Sophie;3;52512
2025-10-24;12:02;Pizza Prosciutto;1;Small;9,0;Maria;2;52513
2025-10-24;20:03;Pizza Prosciutto;2;Large;22,5;Leon;1;52514
2025-10-24;12:17;Pizza Salami;3;Large;33,75;Jonas;4;52515
2025-10-24;14:18;Pizza Salami;1;Large;11,25;Luca;1;52516
2025-10-24;19:21;Pizza Diavola;1;Medium;10,0;Jonas;4;52517
2025-10-24;18:37;Pizza Funghi;1;Large;11,25;Luca;12;52518
2025-10-24;19:47;Pizza Prosciutto;1;Small;9,0;Mark;12;52519
2025-10-24;13:48;Pizza Diavola;3;Medium;30,0;Maria;2;52520
2025-10-24;13:51;Pizza Margherita;1;Small;8,0;Maria;5;52521
2025-10-24;19:46;Pizza Diavola;3;Medium;30,0;Leon;11;52522
2025-10-24;22:44;Pizza Margherita;1;Small;8,0;Jonas;1;52523
2025-10-24;14:19;Pizza Funghi;3;Large;33,75;Maria;12;52524
2025-10-24;12:46;Pizza Diavola;2;Large;25,0;Maria;10;52525
2025-10-24;17:25;Pizza Margherita;1;Medium;8,0;Eva;2;52526
2025-10-25;18:49;Pizza Diavola;3;Small;30,0;Maria;6;52527
2025-10-25;11:29;Pizza Salami;2;Medium;18,0;Leon;5;52528
2025-10-25;22:16;Pizza Margherita;3;Small;24,0;Jonas;10;52529
2025-10-25;11:18;Pizza Margherita;2;Large;20,0;Jonas;1;52530
2025-10-25;18:50;Pizza Margherita;1;Medium;8,0;Jonas;9;52531
2025-10-25;21:19;Pizza Diavola;1;Large;12,5;Jonas;1;52532
2025-10-25;14:04;Pizza Diavola;2;Medium;20,0;Luca;8;52533
2025-10-25;22:38;Pizza Margherita;3;Large;30,0;Luca;6;52534
2025-10-25;11:23;Pizza Prosciutto;1;Small;9,0;Jonas;7;52535
2025-10-25;11:53;Pizza Prosciutto;2;Large;22,5;Maria;2;52536
2025-10-25;20:56;Pizza Hawaii;3;Large;33,75;Maria;4;52537
2025-10-25;17:35;Pizza Hawaii;1;Small;9,0;Mark;9;52538
